manufacturercode,manufacturername,classoftradecode,classoftrade,sectorcode,sectorname,mediacode,medianame,categorycode,categoryname,segmentcode,segmentname,facevaluerangecode,facevaluerangedescription,facevalueperunitrangecode,facevalueperunitrangedescription,totalredemptionvalue,recordcount,percent,yyyyqqretailereow
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,202,FSI,13,Meal & Side Dish Mixes & Kits,1,Food,3,.76 - 1.00,2,.40 - .75,3933.00,2097,0.00008847,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,510,Handout Electronic Checkout,11,Heat & Eat - Canned or Packaged,1,Food,4,1.00 +,1,<.40,3.00,2,0.00000008,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,9,"Crackers, Cookies & Snack Bars",1,Food,4,1.00 +,4,1.00 +,387.04,100,0.00000422,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,21,"Spices, Seasonings & Extracts",1,Food,4,1.00 +,4,1.00 +,1.50,1,0.00000004,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,7,Chips/Pretzels/Popcorn,1,Food,3,.76 - 1.00,2,.40 - .75,1.00,1,0.00000004,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,1,<.40,20712.00,8940,0.00037715,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,13,Meal & Side Dish Mixes & Kits,1,Food,2,.40 - .75,2,.40 - .75,1.50,3,0.00000013,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,23,Vegetables - Canned & Dried,1,Food,2,.40 - .75,2,.40 - .75,19.50,30,0.00000127,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1299,Military,9,"Crackers, Cookies & Snack Bars",1,Food,3,.76 - 1.00,2,.40 - .75,11.00,6,0.00000025,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1299,Military,21,"Spices, Seasonings & Extracts",1,Food,1,<.40,1,<.40,0.60,2,0.00000008,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,7,Chips/Pretzels/Popcorn,1,Food,3,.76 - 1.00,2,.40 - .75,129.00,76,0.00000321,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,5,Candy & Gum,1,Food,2,.40 - .75,1,<.40,0.75,1,0.00000004,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,13,Meal & Side Dish Mixes & Kits,1,Food,3,.76 - 1.00,1,<.40,159.80,194,0.00000818,201602
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,202,FSI,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,2,.40 - .75,245.00,64,0.00000270,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,202,FSI,7,Chips/Pretzels/Popcorn,1,Food,3,.76 - 1.00,2,.40 - .75,885.00,346,0.00001460,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,13,Meal & Side Dish Mixes & Kits,1,Food,3,.76 - 1.00,1,<.40,1734.00,2135,0.00009007,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,3,Bread & Baked Goods - Shelf Stable,1,Food,2,.40 - .75,2,.40 - .75,7.50,12,0.00000051,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,98,Cross-Category,1,Food,3,.76 - 1.00,1,<.40,1593.00,1188,0.00005012,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,510,Handout Electronic Checkout,2,Baking Mixes/Ingredients/Supplies,1,Food,4,1.00 +,2,.40 - .75,9.00,6,0.00000025,201602
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,9999,Unknown,10,Fruit - Dried & Canned,1,Food,3,.76 - 1.00,2,.40 - .75,176.00,16,0.00000067,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,1360,Print At Home,10,Fruit - Dried & Canned,1,Food,2,.40 - .75,2,.40 - .75,0.50,1,0.00000004,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,3,.76 - 1.00,17642.00,11419,0.00048174,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,9,"Crackers, Cookies & Snack Bars",1,Food,3,.76 - 1.00,3,.76 - 1.00,20.00,20,0.00000084,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,5,Candy & Gum,1,Food,1,<.40,1,<.40,0.30,1,0.00000004,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,510,Handout Electronic Checkout,11,Heat & Eat - Canned or Packaged,1,Food,3,.76 - 1.00,3,.76 - 1.00,2145.00,2133,0.00008999,201602
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,9999,Unknown,9,"Crackers, Cookies & Snack Bars",1,Food,3,.76 - 1.00,2,.40 - .75,290.00,16,0.00000067,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,510,Handout Electronic Checkout,4,Breakfast Foods - Shelf Stable,1,Food,4,1.00 +,4,1.00 +,180.00,120,0.00000506,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,98,Cross-Category,1,Food,4,1.00 +,1,<.40,210.00,107,0.00000451,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,98,Cross-Category,1,Food,2,.40 - .75,1,<.40,28623.00,3386,0.00014285,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1299,Military,98,Cross-Category,1,Food,2,.40 - .75,1,<.40,5.50,9,0.00000038,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,1360,Print At Home,9,"Crackers, Cookies & Snack Bars",1,Food,2,.40 - .75,2,.40 - .75,3646.80,4407,0.00018592,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,510,Handout Electronic Checkout,11,Heat & Eat - Canned or Packaged,1,Food,3,.76 - 1.00,3,.76 - 1.00,188.00,186,0.00000785,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,11,Heat & Eat - Canned or Packaged,1,Food,4,1.00 +,2,.40 - .75,21.00,7,0.00000030,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,11,Heat & Eat - Canned or Packaged,1,Food,3,.76 - 1.00,3,.76 - 1.00,310.00,200,0.00000844,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,11,Heat & Eat - Canned or Packaged,1,Food,3,.76 - 1.00,3,.76 - 1.00,4954.97,2943,0.00012416,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,13,Meal & Side Dish Mixes & Kits,1,Food,1,<.40,1,<.40,0.30,1,0.00000004,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,98,Cross-Category,1,Food,1,<.40,1,<.40,31.15,42,0.00000177,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,10,Fruit - Dried & Canned,1,Food,3,.76 - 1.00,2,.40 - .75,35697.00,3517,0.00014837,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,13,Meal & Side Dish Mixes & Kits,1,Food,2,.40 - .75,1,<.40,1296.25,2566,0.00010825,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,23,Vegetables - Canned & Dried,1,Food,2,.40 - .75,1,<.40,3.50,7,0.00000030,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,98,Cross-Category,1,Food,3,.76 - 1.00,2,.40 - .75,34.00,15,0.00000063,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1299,Military,10,Fruit - Dried & Canned,1,Food,3,.76 - 1.00,2,.40 - .75,3.00,3,0.00000013,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,13,Meal & Side Dish Mixes & Kits,1,Food,2,.40 - .75,1,<.40,13903.00,27347,0.00115369,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,98,Cross-Category,1,Food,3,.76 - 1.00,2,.40 - .75,36.00,34,0.00000143,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1360,Print At Home,7,Chips/Pretzels/Popcorn,1,Food,3,.76 - 1.00,2,.40 - .75,2.00,2,0.00000008,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,2,Baking Mixes/Ingredients/Supplies,1,Food,2,.40 - .75,1,<.40,3.00,4,0.00000017,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,1,<.40,10201.00,4672,0.00019710,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,7,Chips/Pretzels/Popcorn,1,Food,3,.76 - 1.00,3,.76 - 1.00,14.00,8,0.00000034,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,98,Cross-Category,1,Food,3,.76 - 1.00,1,<.40,13.00,12,0.00000051,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,202,FSI,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,1,<.40,105544.00,60889,0.00256874,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,202,FSI,13,Meal & Side Dish Mixes & Kits,1,Food,2,.40 - .75,2,.40 - .75,1.00,2,0.00000008,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,7,Chips/Pretzels/Popcorn,1,Food,3,.76 - 1.00,3,.76 - 1.00,2918.98,1917,0.00008087,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,2,Baking Mixes/Ingredients/Supplies,1,Food,4,1.00 +,2,.40 - .75,9.00,6,0.00000025,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1299,Military,4,Breakfast Foods - Shelf Stable,1,Food,2,.40 - .75,2,.40 - .75,5.75,5,0.00000021,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,202,FSI,7,Chips/Pretzels/Popcorn,1,Food,3,.76 - 1.00,2,.40 - .75,360.00,156,0.00000658,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,1360,Print At Home,13,Meal & Side Dish Mixes & Kits,1,Food,3,.76 - 1.00,1,<.40,16.20,20,0.00000084,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,202,FSI,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,1,<.40,75141.00,38796,0.00163670,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,202,FSI,13,Meal & Side Dish Mixes & Kits,1,Food,2,.40 - .75,2,.40 - .75,1.50,3,0.00000013,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,7,Chips/Pretzels/Popcorn,1,Food,3,.76 - 1.00,3,.76 - 1.00,18.00,9,0.00000038,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,9,"Crackers, Cookies & Snack Bars",1,Food,2,.40 - .75,1,<.40,47727.40,28564,0.00120504,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,2,.40 - .75,7389.00,7344,0.00030982,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,11,Heat & Eat - Canned or Packaged,1,Food,2,.40 - .75,1,<.40,0.50,1,0.00000004,201602
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,9999,Unknown,7,Chips/Pretzels/Popcorn,1,Food,3,.76 - 1.00,2,.40 - .75,1.00,1,0.00000004,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,2,.40 - .75,79631.00,78789,0.00332389,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,11,Heat & Eat - Canned or Packaged,1,Food,2,.40 - .75,1,<.40,4.70,8,0.00000034,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,2,Baking Mixes/Ingredients/Supplies,1,Food,4,1.00 +,4,1.00 +,31.48,9,0.00000038,201602
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,1360,Print At Home,9,"Crackers, Cookies & Snack Bars",1,Food,2,.40 - .75,1,<.40,0.50,1,0.00000004,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,1360,Print At Home,11,Heat & Eat - Canned or Packaged,1,Food,2,.40 - .75,2,.40 - .75,6862.50,12450,0.00052523,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1299,Military,2,Baking Mixes/Ingredients/Supplies,1,Food,3,.76 - 1.00,2,.40 - .75,3.00,3,0.00000013,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,1360,Print At Home,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,2,.40 - .75,57.00,57,0.00000240,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,9,"Crackers, Cookies & Snack Bars",1,Food,4,1.00 +,3,.76 - 1.00,2.00,1,0.00000004,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,1360,Print At Home,8,Condiments/Dips/Gravies/Sauces,1,Food,2,.40 - .75,2,.40 - .75,481.50,927,0.00003911,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,11,Heat & Eat - Canned or Packaged,1,Food,2,.40 - .75,2,.40 - .75,451.00,98,0.00000413,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1299,Military,2,Baking Mixes/Ingredients/Supplies,1,Food,1,<.40,1,<.40,2.55,4,0.00000017,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,4,Breakfast Foods - Shelf Stable,1,Food,4,1.00 +,4,1.00 +,100.80,14,0.00000059,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,2,.40 - .75,13148.87,4076,0.00017196,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,2,Baking Mixes/Ingredients/Supplies,1,Food,1,<.40,1,<.40,1.00,3,0.00000013,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,2,.40 - .75,214629.69,93271,0.00393485,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,10,Fruit - Dried & Canned,1,Food,2,.40 - .75,2,.40 - .75,1.00,2,0.00000008,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,9,"Crackers, Cookies & Snack Bars",1,Food,2,.40 - .75,1,<.40,96.38,110,0.00000464,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,13,Meal & Side Dish Mixes & Kits,1,Food,3,.76 - 1.00,3,.76 - 1.00,7.26,6,0.00000025,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,510,Handout Electronic Checkout,11,Heat & Eat - Canned or Packaged,1,Food,3,.76 - 1.00,2,.40 - .75,39.00,39,0.00000165,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,10,Fruit - Dried & Canned,1,Food,2,.40 - .75,2,.40 - .75,1390.20,2636,0.00011121,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,23,Vegetables - Canned & Dried,1,Food,3,.76 - 1.00,3,.76 - 1.00,1.76,1,0.00000004,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,202,FSI,2,Baking Mixes/Ingredients/Supplies,1,Food,2,.40 - .75,2,.40 - .75,11.70,21,0.00000089,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,1299,Military,9,"Crackers, Cookies & Snack Bars",1,Food,3,.76 - 1.00,2,.40 - .75,9.00,3,0.00000013,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,1,<.40,11.99,6,0.00000025,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,13,Meal & Side Dish Mixes & Kits,1,Food,2,.40 - .75,2,.40 - .75,241.00,177,0.00000747,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,3,Bread & Baked Goods - Shelf Stable,1,Food,2,.40 - .75,2,.40 - .75,8.25,11,0.00000046,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,11,Heat & Eat - Canned or Packaged,1,Food,3,.76 - 1.00,3,.76 - 1.00,4723.99,1781,0.00007514,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,202,FSI,2,First Aid,1,Food,3,.76 - 1.00,3,.76 - 1.00,1.00,1,0.00000004,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,202,FSI,4,Dough Products,1,Food,3,.76 - 1.00,2,.40 - .75,167676.00,114665,0.00483740,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1299,Military,2,First Aid,1,Food,2,.40 - .75,1,<.40,1.00,1,0.00000004,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,2,Coffee & Tea,1,Food,2,.40 - .75,2,.40 - .75,34.00,59,0.00000249,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,4,Fruit,1,Food,3,.76 - 1.00,2,.40 - .75,24996.00,24273,0.00102401,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,1,Air Fresheners & Candles,1,Food,3,.76 - 1.00,3,.76 - 1.00,2.00,2,0.00000008,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,2,First Aid,1,Food,4,1.00 +,4,1.00 +,31.48,9,0.00000038,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,3,Desserts & Whipped Cream Tub,1,Food,2,.40 - .75,1,<.40,4.50,5,0.00000021,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,4,"Charcoal, Logs & Accessories",1,Food,4,1.00 +,3,.76 - 1.00,419.67,172,0.00000726,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,7,Yogurt - Shakes & Drinks,1,Food,4,1.00 +,4,1.00 +,123.41,30,0.00000127,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,9,Meat/Poultry/Seafood,1,Food,4,1.00 +,2,.40 - .75,3.00,2,0.00000008,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,9,Vegetables,1,Food,4,1.00 +,2,.40 - .75,3.00,2,0.00000008,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,3,Desserts,1,Food,2,.40 - .75,2,.40 - .75,12.00,21,0.00000089,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,4,"Charcoal, Logs & Accessories",1,Food,3,.76 - 1.00,3,.76 - 1.00,5453.00,2392,0.00010091,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,4,Prescription Medications & Devices,1,Food,2,.40 - .75,1,<.40,0.50,1,0.00000004,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,7,Chips/Pretzels/Popcorn,1,Food,2,.40 - .75,1,<.40,874.00,642,0.00002708,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,9,Household Cleaners & Supplies,1,Food,4,1.00 +,2,.40 - .75,4.50,2,0.00000008,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,9,Meat/Poultry/Seafood,1,Food,3,.76 - 1.00,2,.40 - .75,364.00,155,0.00000654,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,9,Vegetables,1,Food,3,.76 - 1.00,2,.40 - .75,364.00,155,0.00000654,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,4,"Charcoal, Logs & Accessories",1,Food,2,.40 - .75,1,<.40,0.43,1,0.00000004,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,8,Meat/Poultry/Seafood,1,Food,1,<.40,1,<.40,1.80,3,0.00000013,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,10,Household Maintenance Products,1,Food,2,.40 - .75,1,<.40,1618.70,3201,0.00013504,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,4,Fragrances & Gift Sets,1,Food,3,.76 - 1.00,2,.40 - .75,13148.87,4076,0.00017196,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,4,Juice,1,Food,4,1.00 +,3,.76 - 1.00,77.14,36,0.00000152,201602
705,GENERAL MILLS INC.,4,CONVENIENCE STORE,2,Dry Grocery,202,FSI,7,Foil/Plastic Wrap & Bags/Plastic Containers,1,Food,3,.76 - 1.00,2,.40 - .75,5.00,4,0.00000017,201602
705,GENERAL MILLS INC.,4,CONVENIENCE STORE,2,Dry Grocery,9999,Unknown,7,"Hand Cleanser, Bath Soap & Body Wash",1,Food,2,.40 - .75,2,.40 - .75,80.50,51,0.00000215,201602
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,202,FSI,9,"Crackers, Cookies & Snack Bars",1,Food,2,.40 - .75,1,<.40,79.00,17,0.00000072,201602
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,1360,Print At Home,9,Meat/Poultry/Seafood,1,Food,2,.40 - .75,1,<.40,0.50,1,0.00000004,201602
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,1360,Print At Home,9,Vegetables,1,Food,2,.40 - .75,1,<.40,0.50,1,0.00000004,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,202,FSI,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,3,.76 - 1.00,145.00,31,0.00000131,201602
